Question,Answer
"대학생 연합생활관 기숙사비는 얼마이며, 입주 타입에 따라 차이가 있나요?","대학생 연합생활관의 기숙사비는 2인 1실 기준으로 월 15만 원입니다. 이와 관련한 제도는 대학생 연합생활관(은행권, 고양)입니다. 참고해주세요."
"직장을 다니던 중에 장애가 생겨 학자금대출을 갚기 힘든 상황인데, 어떤 지원을 받을 수 있나요?",심신장애인 학자금대출 채무면제 제도를 통해 장애 발생 전에 받은 학자금대출에 대해 소득조건에 따라 최대 90%까지 채무를 면제받을 수 있습니다. 자세한 절차는 한국장학재단 누리집에서 확인하세요. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요.
"제가 대학생일 때 받았던 장학금 대출이 있는데, 사고로 장애를 얻었어요. 대출금 상환에 대한 부담을 줄일 수 있는 방법이 있을까요?",장애정도 및 소득조건을 충족할 경우 한국장학재단의 심신장애인 학자금대출 채무면제 제도를 이용하여 채무 면제를 신청할 수 있습니다. 자세한 내용은 한국장학재단으로 문의하세요. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요.
"대학 시절 받은 학자금대출을 모두 갚지 못했는데, 최근 장애인 판정을 받았습니다. 대출금 면제는 어떻게 신청하나요?","한국장학재단의 심신장애인 학자금대출 채무면제 제도를 통해 면제 신청이 가능하며, 자세한 절차는 한국장학재단 누리집에서 확인할 수 있습니다. 장애 판정 전의 대출에 한해 면제 신청이 가능함을 유의하세요. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요."
학자금대출을 받았지만 장애가 생겨 상환하기 어렵게 되었습니다. 장애인 대출 면제에 대해 자격조건이 궁금해요.,장애인 대출 면제 자격조건은 최초 장애판정 전에 실행된 학자금대출과 소득인정액이 기준중위소득의 90% 이하인 경우에 해당합니다. 상세한 정보 확인 및 신청은 한국장학재단 누리집에서 가능합니다. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요.
한국장학재단에서 받은 대출이 있는데 장애 판정 후에는 상환 면제 조건이 어떻게 되나요?,"최초장애판정 이후에 실행된 학자금대출은 면제가 불가합니다. 면제는 장애판정 전에 받은 대출에 한하여 가능하며, 소득기준도 충족해야 합니다. 한국장학재단 누리집에서 구체적인 내용과 면제 신청 방법을 확인하세요. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요."
최근 장애를 얻게 되어 기존에 있던 학자금대출의 상환부담이 커졌어요. 장애인으로서 어떤 지원을 받을 수 있을까요?,한국장학재단의 심신장애인 학자금대출 채무면제 제도를 활용하면 장애 발생 전 대출에 대한 채무 면제를 소득 기준에 따라 받을 수 있습니다. 신청 절차는 한국장학재단 누리집에서 확인하실 수 있습니다. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요.
학자금 대출을 갚아야 하는데 장애인 판정을 받아 수입이 줄었습니다. 제 채무 상황을 어떻게 개선할 수 있을까요?,"소득이 기준중위소득의 90% 이하인 경우, 한국장학재단의 심신장애인 학자금대출 채무면제 제도에 따라 채무 면제를 신청할 수 있습니다. 신청하기 전에 한국장학재단 누리집에서 자세한 내용을 확인하세요. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요."
"나는 장애로 인해 소득이 없는 상태인데, 대학 때 받은 학자금대출을 어떻게 처리해야 하나요?","소득이 없는 경우, 소득인정액이 기준중위소득의 90% 이하일 경우에는 심신장애인 학자금대출 채무면제 제도를 통해 채무의 일부를 면제받을 수 있습니다. 한국장학재단 누리집에서 신청 절차를 확인해보십시오. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요."
신체적인 문제로 장애 판정을 받았습니다. 과거에 한국장학재단으로부터 대출받은 돈은 어떻게 처리해야 하나요?,장애 정도와 소득 조건에 따라 한국장학재단 학자금대출 중 장애판정 이전 대출에 대해 면제를 받을 수 있는 조건이 있으니 한국장학재단 누리집에서 면제 조건과 신청 방법을 확인하세요. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요.
"사고 이후로 장애를 지니게 되었는데, 학자금 대출 채무 면제를 어떻게 받을 수 있나요?","장애판정 이전에 받은 학자금 대출에 대해서는 소득조건이 기준중위소득의 90% 이하일 때, 채무의 일정 부분을 면제받을 수 있는 제도가 마련되어 있습니다. 한국장학재단 누리집에서 신청 방법을 확인하고 지원을 받으세요. 이와 관련한 제도는 심신장애인 학자금대출 채무면제입니다. 참고해주세요."
고등학생 자녀를 둔 저소득가구를 위한 학비 지원은 어떻게 받을 수 있나요?,저소득가구의 고등학생 자녀 학비 지원은 거주지 주민센터 또는 온라인 누리집(복지로 또는 교육비원클릭시스템)을 통해 신청할 수 있습니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요.
기초생활수급자의 자녀도 고등학교 학비를 지원 받을 수 있나요?,"네, 기초생활수급자가정의 자녀도 학교 입학금, 수업료, 학교운영비 등을 지원받을 수 있습니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
한부모 가정의 고등학생은 교육비 지원 대상에 포함되나요?,"네, 한부모 가정의 고등학교 자녀 역시 지원 대상에 포함됩니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
학비 지원을 받으려면 어떤 조건이 충족되어야 하나요?,"학비 지원을 받으려면 가구가 저소득층(기초생활수급자, 한부모가족, 차상위계층 등)에 해당하고 해당 고등학교가 무상교육 제외 학교여야 합니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
고등학교 학비에 대한 지원이 무엇을 포함하나요?,"고등학교 학비 지원에는 입학금, 수업료, 학교운영지원비가 포함됩니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
차상위계층이란 구체적으로 어떤 기준을 가지고 있나요?,"차상위계층의 구체적인 기준은 시도교육청마다 다를 수 있으므로, 자세한 정보는 거주 지역의 주민센터나 교육비 중앙상담센터로 문의해야 합니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
고등학교 무상교육에 속하지 않는 학교의 학생은 어떻게 지원을 받나요?,무상교육에 속하지 않는 학교의 학생이면 저소득층에 해당한다면 학비 지원을 받을 수 있습니다. 지원 신청은 거주지 주민센터 또는 온라인을 통해 가능합니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요.
고등학교 학비 지원 신청은 언제까지 해야 하나요?,"고등학교 학비 지원 신청 기한은 지역별, 학교별로 다를 수 있으므로 정확한 정보는 거주지 주민센터 또는 교육비 중앙상담센터에 문의하시기 바랍니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
고등학교 입학금도 지원 대상에 포함되나요?,"네, 고등학교 입학금도 지원 대상에 포함되어 있습니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
"""교육비원클릭시스템""이 무엇인가요?","""교육비원클릭시스템""은 온라인 상에서 교육비에 관련한 지원을 신청할 수 있는 시스템입니다. 이를 통해 고교학비 외에도 다양한 교육비 관련 정책을 확인하고 지원을 신청할 수 있습니다. 이와 관련한 제도는 고교학비 지원입니다. 참고해주세요."
"아들이 중학교에 다니고 있는데, 최근 학교 폭력 문제로 고민이 많아요. 어떤 서비스를 이용할 수 있나요?","학교 폭력으로 고민하는 학생을 위해 위(Wee)클래스에서는 개인상담부터 집단상담, 교육 프로그램 등을 제공합니다. 학교 내 방문하여 상담을 신청하거나 담임교사를 통해 접수 의뢰하시면 도움을 받으실 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
학생이 우울증 증상을 보여서 전문적인 진단과 상담이 필요한 경우 어디로 연락해야 하나요?,"심리적·정서적 문제를 안고 있는 학생에게는 위(Wee)센터에서 심층심리검사와 치유적 상담 서비스를 제공하고 있습니다. 소속 학교를 통해 방문 또는 전화 신청 가능하며, 공문으로도 신청이 가능합니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
고등학교 때부터 학업에 어려움을 겪어 중퇴 위기에 놓인 학생들에게 특별한 지원 프로그램이 있나요?,위(Wee)스쿨에서는 중장기적인 치유와 위탁교육이 필요한 학생들을 대상으로 다양한 교육 프로그램과 상담 활동을 운영하고 있습니다. 이러한 프로그램을 위해 학교장이나 위(Wee)센터에 접수 요청을 할 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요.
한 학생이 가정 문제로 학교를 자주 빠지고 있습니다. 이런 경우에도 위(Wee)프로젝트를 통해 도움을 받을 수 있을까요?,"가정형 위(Wee)센터에서는 이혼, 방임, 학대 등 가정적 문제로 학업 중단이 우려되는 학생에게 돌봄과 상담, 교육을 통합하여 지원하는 서비스를 제공하고 있습니다. 관련 서비스는 위(Wee)센터나 학교장을 통해 접수 의뢰할 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
"딸아이가 최근 대인 관계 문제로 학교 생활에 적응하기 어려워하는데, 위(Wee)프로젝트 중 어떤 프로그램을 추천하시나요?","학생이 대인 관계 문제로 어려움을 겪고 있다면, 위(Wee)클래스를 통한 개인 또는 집단 상담이 도움이 될 수 있습니다. 해당 프로그램은 학교 내에서 제공되며, 상담 신청은 방문, 전화 또는 담임교사를 통해 가능합니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
아이가 학교에서 크게 다쳐서 심리적인 충격을 받았어요. 학부모로서 어떻게 도움을 줄 수 있을까요?,"학생이 심리적인 충격을 받은 경우 위(Wee)센터의 원스톱 서비스를 이용하여 전문적인 심리 상담 및 치유 지원을 받으실 수 있습니다. 방문 또는 전화를 통한 개인적 신청이 가능하며, 학교의 공문을 통해서도 신청하실 수 있습니다. 이와 관련한 제도는 위(Wee)프로젝트 상담지원입니다. 참고해주세요."
